SYMBOL,BM_1 ,BM_2 ,BM_3,UC_1 ,UC_2 ,UC_3 
LEPROT,5633.990883,6011.002999,5880.948686,8963.855598,638.2220693,15916.25552
LETM1,31562.45062,23603.88564,52107.22967,91469.09845,41187.13998,51937.05427
LGALS1,2899559.439,3367234.345,6665992.244,729682.1409,254886.3475,597267.6754
LGALS3,1361970.215,1125028.188,2393412.913,2037530.312,1510661.527,2120205.485
LGALS3BP,73939.31284,90386.2943,106464.0374,140177.4859,81356.29031,94742.73167
LGMN,10882.29572,24357.25426,17392.63653,22929.14269,33677.49968,17581.71111
LIG3,11244.04438,6755.203303,4475.417837,6669.387137,15498.27468,13751.2487
LIMA1,319653.433,329950.2817,510067.46,144110.0504,149800.3331,122372.2673
LIMCH1,4921.395916,10478.96158,14108.33694,8893.881711,10767.03536,6739.695501
LIMD1,2807.485651,4159.220557,4100.790745,6844.375192,4653.633739,9632.512941
LIMS1,59308.8953,47127.89549,46527.68392,91225.42214,77430.43817,90266.59989
LIMS4,38151.84995,32625.59179,42428.48787,5916.680463,59159.85283,21391.29866
LIN7C,19086.81311,19595.77661,20529.65066,54264.51388,45982.58404,50677.2559
LIPA,24743.92231,17264.55195,21844.52034,113149.6433,78045.13358,51984.97688
LLGL1,26321.62358,41369.17505,21937.86618,142929.1279,68231.12634,58661.25343
LLPH,31767.31125,28671.56863,24838.32672,89470.68966,64351.05785,84485.87555
LMAN1,219121.392,215213.4893,250870.5574,765445.3451,473163.1759,613113.8451
LMAN2,224576.6825,204198.885,247162.9138,362090.5119,248328.659,289649.4998
LMAN2L,3167.036128,2379.968177,5551.231033,75103.72597,78255.49259,64843.35418
LMCD1,93599.53938,129461.5224,345868.3581,68490.31703,45466.45412,84270.2623
LMF1,1221.456094,846.9207713,1782.901079,1773.468053,1236.141599,3777.781923
LMF2,54769.81943,28179.86881,51433.08262,50076.81715,31631.67353,49117.84411
LMNA,8520378.332,7559080.771,13713096.37,3130065.488,2708465.524,3124789.745
LMNB1,268166.3988,281974.6567,215576.3273,469503.8606,389378.9129,604395.3505
LMNB2,299234.7552,209516.9736,221488.8469,587970.2973,538386.1025,383568.7787
LMO7,763474.4564,545235.1793,1212989.77,624477.7151,338270.7226,639749.8106
LMOD1,87963.54527,79145.92301,185249.4596,179812.6286,193094.935,135823.7362
LNPEP,13410.14851,5537.180929,30769.90086,50169.54758,44461.93063,41993.10596
LNPK,54651.78138,37848.25429,35947.95692,32024.30476,12393.55508,9900.620626
LONP1,101196.1863,81030.39873,131644.435,133723.902,102517.9515,127771.3282
LOX,324375.8592,244409.877,330735.9066,465173.9566,448123.0769,146485.2446
LOXL2,25895.56155,35490.96405,23900.50423,41119.2307,72867.96997,73200.49881
LOXL3,9522.035347,15486.69254,16178.0637,26582.05727,20271.77168,22935.96622
LPCAT2,26928.02824,75044.18295,51987.29012,274918.1416,217051.579,188399.9535
LPCAT3,21053.97755,24503.29979,31016.69596,44555.88065,29542.97899,31296.05594
LPCAT4,6616.809645,5626.037921,7560.693993,11408.16741,8921.043205,8604.535505
LPGAT1,1934.317646,8263.41576,11347.47827,9740.326436,1189.224673,7631.097291
LPP,113057.6879,149926.4052,238070.7539,365954.0043,273560.0313,352142.7368
LPXN,25007.18066,25180.75579,33442.45964,164562.3751,230261.0556,89166.73102
LRBA,26405.68744,11061.78281,24074.26313,58494.75573,47980.25028,65832.79261
LRCH1,51339.75454,56649.98347,15570.4137,6271.230915,1495.737875,2502.206282
LRCH2,1806.925658,10652.80411,3595.751663,14114.87605,9329.064599,10999.80717
LRCH4,4492.379406,2768.93542,3123.237,5154.660425,358.8429462,6901.349588
LRIG1,1559.500598,30138.25373,1427.426108,2803.347564,3497.79547,8143.554698
LRP1,205093.8672,108025.6593,180639.7741,582839.2565,441034.1398,508705.1864
LRP10,4027.696377,1481.239601,2158.850914,27814.75147,32589.26315,4722.206564
LRPAP1,169403.5249,91323.58962,168725.1797,238925.272,168721.5598,295932.1087
LRPPRC,250150.512,221797.8403,278734.3054,1239912.425,818666.1246,1113963.317
LRRC14,6790.350172,5264.273711,8050.458108,11448.40496,7409.150018,12404.41526
LRRC15,12506.38308,4414.024956,7676.963997,39550.20566,12454.7163,7564.287078
LRRC32,638.0430719,1430.158322,1732.980073,10689.63131,658.361565,3071.792198
LRRC40,44564.53826,47398.8245,48597.60753,88679.41345,70886.85002,95722.55854
LRRC47,167538.0997,234699.3016,204107.1171,283291.5927,184834.6392,237957.0404
LRRC57,9709.541374,9195.125959,15781.44851,26610.93563,22602.70782,15316.66811
LRRC59,612513.5963,331539.0577,477316.9214,904518.9439,640391.8965,472831.1645
LRRC8A,2071.169993,1164.803946,2808.421649,21793.94612,22808.38079,732.2282119
LRRC8E,4269.566979,2492.867988,2133.977594,5068.115525,5331.806762,3092.865349
LRRFIP1,25112.68037,64966.83228,57415.45156,97396.92752,103239.3294,116593.6853
LRRFIP2,74542.00067,55751.41825,77205.63573,18684.43083,19569.50942,144114.0522
LSG1,7770.25861,8921.268115,11403.20191,29407.05808,26978.96621,22178.10606
LSM1,29993.02669,21033.06104,25981.51721,33625.67452,20003.42129,34736.39287
LSM12,110529.2594,82552.3577,105441.9566,137087.7665,108650.4476,131268.7753
LSM14B,20670.4132,19829.75697,27904.50843,5918.627839,26810.68087,19505.90075
LSM4,4763.712385,10795.29908,7883.99586,24496.47351,16186.30701,29178.75049
LSM8,18330.87077,560.4472188,14818.79443,30312.59762,5763.30268,13804.79699
LSS,97310.03699,69210.05636,97758.40209,126463.3307,102096.4428,124118.8078
LTA4H,276493.713,309964.1452,345244.4394,693886.2841,470799.0528,469294.7403
LTBP1,2252.935269,1914.431585,3261.208348,8252.988336,7823.519434,7250.906257
LTBP2,52276.60141,19558.37512,26429.77727,28746.46479,50823.38429,50639.73703
LTN1,8391.943973,24959.89475,25104.08483,33267.25118,21906.19104,45203.05524
LUC7L,23657.58319,28961.3961,22321.58427,57923.70357,46073.38119,91464.63063
LUC7L2,49743.5392,88695.79819,91352.56785,156072.3208,154706.2228,195698.3158
LUC7L3,1701.42679,2535.324916,2287.168257,602.9775788,2170.467702,5324.211579
LUM,15453.03833,6785.997243,15151.44031,24278.64322,22907.54143,19499.01247
LUZP1,36795.13685,25823.41025,53636.06266,180210.0428,141028.2799,142057.6054
LXN,1055.042073,6038.457864,6740.270586,21282.1101,16665.4712,13361.35307
LYAR,8187.89436,36231.4752,39841.97489,15918.75649,37602.07445,17922.82684
LYN,12285.23887,1703.287043,6454.783223,26779.47215,22291.61485,21801.38459
LYPLA1,44226.09463,52059.15022,52528.42685,175664.322,146559.0489,150798.9464
LYPLA2,15436.52588,21435.91399,22449.3947,24041.6617,14313.40054,12333.01737
LYPLAL1,5215.406766,1579.453349,8012.000604,14066.09057,1767.697975,10133.72553
LZIC,31137.40491,26140.19997,37625.79612,24115.89693,13093.13803,29637.41384
LZTFL1,1140.518345,5435.756819,3963.484496,14624.07451,11230.82708,20624.18401
M6PR,55571.32602,58413.96463,56204.03949,30928.86301,3339.630464,30074.91464
MACF1,70331.63362,65309.15829,34280.25958,422260.0491,391332.3776,476018.5346
MACROD1,6110.071273,5838.978378,8277.808535,658.2814637,2416.527563,1804.320551
MACROH2A1,140307.63,131574.8601,171314.6346,217976.9205,150289.2819,201289.0674
MAD1L1,4637.888953,704.1617457,3205.02312,26653.72499,17056.47748,24067.54212
MAD2L1,10209.2586,16916.5985,1135.129076,13238.63865,18329.69177,28008.44336
MAEA,4692.39275,7358.437681,1247.366333,16492.20701,2029.545359,17252.91397
MAGED1,50589.42091,32870.70478,42090.84378,93808.18456,77790.56343,119191.0952
MAGED2,151421.1604,144515.7567,220780.5512,391308.3557,323631.3996,292945.4242
MAGOHB,58369.05845,74612.75433,80100.5352,169662.3249,107327.9611,249973.3382
MAGT1,53140.42982,53144.3191,68085.33206,121112.3248,104336.9653,118793.0113
MAIP1,1950.524709,8099.635172,6618.644818,6988.497,6668.864625,7642.893617
MAK16,41781.09475,60116.60448,56980.53418,71593.64681,66492.71458,56024.23719
MAN2A1,69742.02053,29574.74283,63559.35819,134280.87,74216.47598,58589.04471
MAN2B1,63929.80338,53610.22865,35587.77896,77664.69015,84003.42633,54727.82313
MAN2B2,71114.5994,73487.91576,36830.32017,132614.0872,25727.81661,81402.28222
MANBA,17009.96967,24302.21605,16012.40848,90130.30575,74820.63045,67386.51482
MANF,168777.9594,136958.6932,176528.9782,833887.5202,512685.8668,681794.3107
MAP1A,291195.6032,317660.7161,494282.0953,944901.9164,811554.928,782717.1856
MAP1B,668210.5617,580578.5541,643620.0994,1440128.56,1347274.153,1013739.439
MAP1S,119172.6463,138265.6882,148834.8004,141235.0936,114776.9314,143060.0502
MAP2K1,45674.80178,61461.12419,61574.18454,103715.4014,68513.325,88954.06202
MAP2K2,87070.48068,80523.82993,115568.9778,110333.868,69847.99281,71204.05073
MAP2K3,106067.0184,71763.48242,104557.9214,108675.4783,64702.50149,46983.57919
MAP2K4,7960.07606,5327.328848,9204.414956,41215.33965,31008.73587,31586.64439
MAP3K4,5751.354899,3269.438834,22243.45627,4103.357711,826.9479769,25079.03598
MAP4,1525321.277,1458027.45,1517085.475,3149419.062,2479768.033,3236541.557
MAP4K4,30771.56393,21328.48644,24326.70482,22809.12123,13598.87024,21513.5803
MAP4K5,5675.350411,1011.220336,11543.04521,11725.09356,10581.81446,5743.519091
MAP7D1,128176.0918,130743.2937,122748.8405,270613.0182,285701.2683,245831.7569
MAP7D3,8934.729101,1866.192448,7502.16753,5374.150942,1370.174839,14902.90243
MAPK14,56870.82023,53970.2294,72839.58364,170444.9179,127822.3972,173924.9105
MAPK3,18113.06178,17534.54359,37309.22238,32843.25355,51538.39244,41611.11691
MAPKAPK2,5969.320086,14527.30712,27753.88716,57957.53728,34774.89689,20030.00507
MAPKBP1,14297.63172,17931.28693,28620.47095,3694.359019,27456.85495,40749.08191
MAPRE1,387121.0196,118604.7529,519728.5355,1210353.002,997456.5234,1214122.15
MAPRE3,48570.98733,75151.57661,97490.38358,166397.3981,130173.4518,149990.6839
MARCHF3,8937.456145,2702.070062,26072.6257,25103.9353,10283.64359,18313.10563
MARCKS,706768.8963,499514.1188,604461.6061,544628.0111,608647.7829,755506.3114
MARCKSL1,1205.250648,2692.262642,379.6397762,28180.28095,34064.69703,31935.00314
MARS1,172395.4741,192367.1585,232206.2982,506691.3219,249726.3988,523581.6558
MAT2A,96242.13471,89963.60136,118821.3392,195341.9263,158770.204,233640.3388
MAT2B,144504.2803,153577.3446,196263.8084,359487.755,298300.8828,394329.4232
MATR3,313359.5953,265582.6564,279082.3394,638349.0912,492840.882,652065.8448
MAVS,8242.223712,6111.05631,6797.96595,75086.29857,75372.28261,96791.73375
MB21D2,2968.34674,5384.23286,4090.711038,11261.90877,10863.66853,6119.484337
MBNL1,15535.48829,13182.63167,15018.36373,24480.37077,7911.406767,27888.00811
MBOAT7,113569.8756,101879.0608,150546.1128,146499.7496,110824.6497,231225.2866
MBP,4522.642512,2424.275641,757.9848685,32198.3523,31204.98275,33021.83475
MCAM,15953.5744,9978.939072,11438.14364,15948.61191,31342.41929,2635.029938
MCCC2,4708.881308,8454.333106,5483.776242,16474.7756,5008.610955,1681.37837
MCEE,24773.0239,35160.46116,46450.16963,116084.9453,78041.78032,38230.9697
MCFD2,109567.6182,92727.71206,76422.46385,115608.5495,46322.08845,42427.42878
MCM2,68210.85918,71193.72576,26129.29863,145170.1373,164948.4896,190349.9598
MCM3,59234.41621,29339.04145,116772.7347,120410.6042,98703.97613,152160.7658
MCM4,24445.96797,39601.70686,114807.2705,67717.84552,58727.98912,126231.0739
MCM5,51181.33422,47910.4171,46686.47448,209154.1162,173293.4339,240578.8889
MCM6,85408.02478,65201.4254,71975.13557,269053.1138,276875.8659,384599.4436
MCM7,54410.15902,38730.93248,28947.73595,143035.8657,167421.8491,157193.3303
MCMBP,19859.25021,32197.54569,18252.21206,19176.47588,10683.90572,36107.99569
MCTS1,76774.57694,101026.2112,102068.3511,118295.5372,82587.61909,126655.8036
MDH1,442062.3844,363368.8537,485411.8049,825298.9739,543621.8492,747833.5026
MDH2,421457.2096,300924.4972,518230.167,4884556.879,3963665.929,879464.482
ME1,50102.45614,46344.17525,54416.74657,86844.04874,94339.26115,86247.91144
ME2,40663.42663,34040.13533,59024.99144,184026.0047,135759.9307,170301.6183
MEAK7,123290.5944,100204.5881,84080.49133,148965.4041,89520.53633,92297.7668
MED15,1042.727677,738.6989493,14614.1155,36832.201,18634.92679,28551.65504
MED25,11472.89659,9134.625992,42036.32172,6087.93121,32368.89595,23864.36506
MEMO1,19538.71973,18596.33088,35971.29486,32752.18056,9023.401467,22816.75625
MESD,129877.2058,133414.8611,177973.4254,436533.7734,300124.5937,349934.2243
MEST,53650.79817,101732.4176,86082.1018,816165.3977,188580.6537,218086.2135
METAP1,71719.93155,187556.1271,221685.8552,150033.0612,116827.6104,124574.1767
METAP2,5789.39922,20115.60245,22757.62629,45766.64707,32809.64489,58813.89562
METTL1,1703.353453,2544.940335,2276.427284,9352.247701,2250.182174,8757.750364
METTL26,35402.87352,20544.92335,36872.09536,26446.95201,19248.43653,20366.0563
MFAP1,6742.132822,5757.458498,3739.069403,25117.29805,24467.15421,34431.1645
MFF,23504.20473,26938.80732,24486.48474,54480.68532,40513.58844,46745.54977
MFGE8,76441.46947,46173.07554,96047.67408,124778.7922,80395.35945,102469.6741
MFN1,10601.20391,7276.064592,4165.208274,10023.91522,11140.54199,12872.58906
MFN2,6150.528393,1171.845057,7119.379388,2133.892779,2455.56302,2598.250145
MFSD10,18353.71397,16626.14308,19387.85171,19795.06409,16925.16637,16518.6224
MGAT1,17390.73022,11346.01652,20121.73085,75256.83857,53783.566,45107.47455
MGLL,59865.40393,37192.1032,74901.45189,70077.05439,38559.90086,40431.64136
MGMT,6291.13143,2362.385566,8004.54842,14881.77762,8878.74582,1210.761677
MGST1,322584.8822,133892.8134,243706.8536,224284.1966,140541.3414,263245.7773
MGST3,123714.6658,85319.9846,103807.2648,75792.13272,77064.90139,67184.0963
MIA2,20844.91699,22332.2435,60282.30197,115359.3674,77406.58382,102189.178
MIA3,12559.79183,20265.66106,15190.19544,89033.01627,12181.42769,74320.48438
MICAL1,9277.989504,4241.881895,10492.40651,57235.7318,36409.96038,44471.28367
MICAL2,111864.1029,98218.0093,126153.2272,123699.2385,85965.20616,76658.29067
MICALL1,8479.706096,9073.353102,11112.65773,5922.91138,2801.164215,2127.458839
MIEN1,43091.2056,32553.65393,38321.08602,449764.9731,26318.5811,30516.64171
MIF,90890.08256,332167.4117,277933.9439,219421.0348,149156.742,184643.0338
MINDY3,26822.4089,70079.36744,56652.96093,76922.91843,70990.74862,68440.53894
MINK1,4915.352116,6461.621473,6754.97303,11318.83183,10055.30995,9979.445079
MINPP1,62418.16148,41373.06241,47101.95392,146383.1459,81640.65599,108247.8688
MLEC,73822.29071,62748.15959,70744.63134,56859.58123,33534.95209,32728.00153
MLH1,11170.08736,8875.180487,5820.73108,10329.32259,7692.955227,13690.88602
MLKL,5048.863236,1710.898487,4846.679831,15719.02927,7137.663957,8820.748092
MMAB,9623.930349,9225.251153,9958.559706,19249.06106,4538.945774,16097.06318
MME,33112.68821,26451.21231,41503.85661,136124.2143,79325.83811,189281.6199
MMGT1,3017.745241,1157.505188,2008.439861,13025.48411,16247.69902,10110.20965
MMP1,2521.704501,537.6109687,11344.58108,10411.53787,6750.685098,398.8746233
MMP14,182947.4718,176704.5146,234980.7896,632398.3479,738414.5078,815357.2236
MMP2,41188.61943,2030919.094,48633.93823,48915.16472,43100.02801,69102.95783
MMS19,52007.20255,46903.96953,38550.26146,58939.09828,15332.43187,68083.20863
MMTAG2,3827.870395,26708.42505,25581.66725,10147.3254,21066.67217,61461.78843
MMUT,18903.24777,15602.4054,19803.80928,5845.843849,11880.89038,10579.11676
MOB1A,63647.39794,36984.50961,53024.49534,52399.26775,31392.19866,28207.8744
MOB4,31196.56906,44206.19778,46182.98918,69557.52254,61297.31249,72080.96002
MOCS2,22043.14321,21020.47623,22927.85218,29671.02598,29387.24649,25064.06851
MOGS,287349.4296,239148.8243,214236.2673,713180.0789,477212.4475,423389.3996
MON2,26454.13872,17182.86544,23675.05156,69089.35751,57049.72647,62191.20188
MOSPD2,26368.42676,19782.29815,37553.10306,72464.30789,14393.7603,15181.7058
MOV10,8470.303555,10165.09667,4807.746611,28921.66094,19529.38478,34143.22972
MOXD1,8494.974177,10758.72237,7429.463661,12177.37777,5495.028083,14120.17614
MPC2,47581.08404,41123.19039,82206.56706,76230.22441,33377.67015,58569.99477
MPDU1,201007.2682,149703.5543,194407.0343,433244.7329,247152.5357,369772.7567
MPDZ,13203.32655,9125.571212,4087.865718,20111.12064,11450.92204,25164.18794
MPG,3357.220907,289.8103781,3331.596928,17161.59349,28227.06766,20726.45962
MPI,4087.016392,47928.29606,26897.97888,34489.96077,28855.14478,24250.54446
MPP1,26781.66245,34487.89691,25808.27582,25452.36217,24554.70904,36185.94808
MPP5,7308.227251,3983.552729,5358.907336,5093.000195,4227.870849,2240.965627
MPP6,53729.59173,50149.33104,56781.64828,90592.60863,90658.4496,73634.47617
MPRIP,146945.7067,155341.9804,208079.0168,175811.3482,160875.5229,159799.529
MPST,56026.47116,60662.10446,79350.85953,156925.5758,159261.0445,162200.5482
MPZL1,29825.22109,49119.62009,58733.05051,66355.70064,122433.6256,126453.648
MRC2,190490.864,116729.7144,178607.6202,256984.9101,226548.0763,281675.0188
MRE11,28276.63796,27704.4805,46235.43973,98542.73973,82642.00831,117395.4657
MRGBP,18478.14437,10923.62215,8080.768212,6196.22989,5412.050455,17322.1978
MRI1,18854.57608,32882.48249,17252.35242,82114.84474,29195.89095,82509.427
MRPL1,2961.930756,13868.46016,4814.839265,12407.05324,1285.556174,16753.29718
MRPL11,90825.75009,75089.56891,34797.63143,275838.2592,73379.98098,83893.30106
MRPL12,99917.55991,92860.60022,99954.38647,366917.5459,232140.6136,328085.0986
MRPL14,8917.889134,15468.78742,13090.87704,53938.85867,33271.30529,35362.27986
MRPL15,39188.27424,7454.312803,18614.35628,134202.1206,109501.8691,160246.3353
MRPL17,5329.993712,22061.5978,28855.31226,73393.38982,51733.23668,67512.21146
MRPL18,21637.59701,11638.13189,21254.43006,75498.16731,39002.1056,75013.13151
MRPL19,786.9291353,18242.13962,9971.96503,28222.98224,29671.72229,39947.53576
MRPL2,6164.263613,8373.562411,17513.27369,43680.4207,34605.64513,49334.06671
MRPL20,21181.02819,12739.47248,27856.40599,79433.54014,60106.83556,74463.46739
MRPL21,14318.40103,21402.70086,23662.85829,83444.49701,18120.58297,70137.5035
MRPL22,7970.051196,2288.840649,3208.691194,17315.71951,2809.640413,13575.5637
MRPL23,19209.12852,3530.786197,22496.12767,69687.25977,37299.74939,45889.56365
MRPL24,8964.925645,9732.905768,18929.03406,52527.9311,38209.83881,51528.70754
MRPL27,8749.699772,545.0308729,9947.143156,16303.10541,4360.902953,15576.56171
MRPL3,25195.2899,41145.07755,69157.95503,132153.2426,99433.34696,125497.7263
MRPL33,8319.229662,7180.912697,9335.548211,27869.9464,33363.11617,32930.37181
MRPL37,26282.37836,20459.74774,21189.4352,22848.52989,35511.11088,41259.23986
MRPL38,11968.19028,7725.050553,19653.55974,37911.45354,25578.70782,38154.26077
MRPL39,38999.31136,28348.84783,30138.94421,67867.03754,68078.356,92085.61241
MRPL40,16145.06795,9391.357176,11109.06258,8546.867774,10031.48137,6135.438629
MRPL41,384.4575089,2485.023712,2446.706213,7333.591229,2843.999677,7808.768864
MRPL44,12808.21929,11147.86666,7896.194153,1341.306761,16209.52406,18732.44777
MRPL45,21561.50884,23797.08926,30117.64576,75299.18119,75781.35717,96719.06099
MRPL46,10968.39483,31759.04822,15883.10771,48778.73323,32002.72475,58816.96955
MRPL47,15487.4032,12336.44168,604.8604263,50725.65117,46420.98529,60519.41422
MRPL48,24494.47778,2573.67542,37369.21812,63273.89843,47255.51192,63284.35474
MRPL49,39166.79378,27844.62179,35920.38461,94208.73658,80673.34993,81334.38792
MRPL50,11942.59631,7961.753529,9739.055239,25520.86672,23469.70876,29050.45487
MRPL53,10918.87983,11297.55122,5457.771147,37542.86343,31520.16857,5686.310375
MRPL55,22611.58893,19950.91177,21412.02063,59150.76822,47035.41046,1459.49455
MRPL58,33970.03475,2642.370991,23909.26258,30814.04868,26651.76712,44380.51621
MRPL9,20187.14709,18101.5221,18541.90459,41887.17179,6953.220033,41469.13554
MRPS17,6399.073944,5295.918047,13164.05662,73653.02593,50418.8181,59345.70064
MRPS18A,2050.587141,1818.545332,3785.598752,6300.217259,1611.198357,12492.67516
MRPS18B,6819.691225,14036.01631,15638.94185,44293.20206,34989.63971,51270.89795
MRPS21,13661.84371,3064.436351,16494.00262,23273.59597,13879.70871,14274.71788
MRPS22,56659.89373,74802.22678,61113.04608,193257.7448,135722.4372,177995.0587
MRPS23,55762.8129,52992.66566,74973.87809,220840.4788,172558.954,222346.1094
MRPS27,13094.64699,10779.80199,10375.94639,21233.05631,14098.53542,15645.18913
MRPS31,6919.206381,7485.59484,33324.66318,56128.42113,10249.45545,34061.73736
MRPS33,17647.5959,12688.51476,14908.45533,49024.53791,38853.97202,46884.24612
MRPS34,16386.9905,11882.45595,15448.03253,55658.29745,44889.63042,56321.77671
MRPS35,7440.972055,21908.22608,459.6039842,57402.80498,13196.62332,5952.831523
MRPS5,11556.00247,12634.72676,12704.48977,35857.21833,29061.24822,28608.75858
MRPS6,3628.531599,7524.966823,3620.908034,21839.26794,19391.2497,21743.86514
MRPS7,38383.53939,33011.30939,38104.49814,148618.3113,54640.4629,134943.5052
MRPS9,7647.434347,6992.496083,12397.96336,44446.08076,15339.18534,17730.82399
MRTO4,32471.6842,67375.04114,61163.28213,160277.4047,138967.7418,159831.5203
MSH2,8732.493251,13074.26871,8736.846927,25362.69355,34202.86783,37907.59258
MSL3,9421.091164,1898.948748,7261.60559,15330.34557,14480.9278,5590.156781
MSMO1,4298.182566,4062.387174,2559.615008,537.2758053,12720.04595,13525.53768
MSN,2035859.277,1693788.639,2075884.246,1834951.881,2395093.282,2068181.645
MSRB3,21632.87891,18234.00715,32758.22447,78643.57069,74782.37182,76047.85917
MSTO1,5169.621322,5531.43563,9517.192703,6867.270766,21043.72267,22882.12393
MT1E,3623.761511,6008.247466,5067.648863,9737.372554,1509.406324,15084.02557
MT2A,14416.62332,14902.04728,8286.788697,64551.49865,67058.78044,81256.22787
MTA1,21080.76716,22403.764,20961.65181,59083.69179,45168.26945,61352.85261
MTA2,10662.07099,36875.88035,13483.89997,88309.68316,18895.26899,110540.2827
MTAP,44948.83574,91930.43854,97553.47933,240821.1236,235090.2638,226456.516
MT-ATP8,7650.242873,7071.192132,6431.018498,10935.49629,13204.8876,14092.1948
MTCH2,41289.45882,30676.06126,17752.76804,29125.77297,38001.42995,37367.90399
MT-CO2,938026.6285,764844.4198,993780.9186,2182394.331,1360710.05,1720231.787
MTDH,281696.277,195799.2016,265049.4496,238845.3656,193523.7124,213629.2967
MTHFD1,136016.4452,109948.3163,150695.4617,432115.8533,280722.246,410376.1258
MTHFD1L,82448.22468,68611.98919,75236.54695,207755.4956,170205.9736,246677.5674
MTM1,7220.18799,2708.323752,6255.391756,1821.188343,11343.94388,23045.50715
MTMR14,1853.670036,5152.845921,2028.745406,6703.964787,6758.236162,2760.472414
MTMR6,18853.29495,12466.43876,23671.97195,42632.85908,38828.28922,49151.71747
MTMR9,3089.088683,9046.975544,7899.342213,29824.92168,6574.72988,1639.675242
MT-ND5,9359.551102,5728.195473,11797.58822,51628.37941,28693.32395,40840.42699
MTOR,20314.43668,12940.33012,23368.57637,29305.48342,18868.00302,18385.17403
MTPN,239453.8587,165108.5784,220452.4198,329957.5895,269940.6632,328656.4459
MTR,11808.00001,4366.541795,6933.38134,10206.55017,4854.497291,12192.95612
MTREX,86745.22463,36305.02072,74097.7258,146234.2613,109495.1518,149416.8685
MTX1,25225.85418,21704.5563,24688.68062,32881.56002,26799.67071,37172.62559
MTX2,6869.32709,10110.95763,9864.466203,19342.57502,20534.87214,21555.27712
MVB12A,37048.6614,4077.860433,5100.033468,4328.48385,23729.76676,35195.07935
MVK,9523.438764,7679.802249,13830.34543,33233.61606,24572.78181,31996.22274
MVP,609966.9284,422450.1655,813266.2337,2210359.985,890896.8112,480557.2749
MX1,56417.29873,1384014.682,1902208.269,84491.07824,38088.10539,138124.8569
MX2,3339.213525,6259.477232,5311.091197,32357.76417,9021.749242,1028.362924
MXRA7,9550.101645,10208.33847,9113.542505,5933.561751,1106.088526,2864.852286
MXRA8,47910.10442,14358.1161,22642.34365,42108.31758,68349.95749,53125.70054
MYADM,88809.69944,79405.06658,99196.96981,219272.8043,158902.1432,155859.1797
MYBBP1A,181566.6549,180076.6012,165351.5671,330014.5895,147526.7802,182990.4648
MYD88,12111.2597,12150.33054,4307.53622,18374.56459,18548.25958,21175.64045
MYDGF,314218.7587,243383.2112,383667.3958,377245.36,379402.47,350129.8656
MYEF2,16962.59111,34327.6268,31627.50596,4420.779956,22185.47127,10751.92658
MYG1,56836.43367,52979.99149,99080.96296,126052.6718,105245.3177,163780.8069
MYH10,170372.2999,208552.4571,224466.5805,963704.7689,868401.2451,898693.0795
MYH9,3370874.78,3974330.279,4608400.269,5396312.481,3535146.789,4118993.863
MYL12B,561394.416,597136.4854,718401.933,179046.5352,173031.6168,139296.9631
MYL6,2175178.335,3212966.702,3782495,1212725.538,864254.7532,999863.202
MYL9,574996.583,599326.9261,774991.3637,1317385.066,1333140.436,1086382.148
MYLK,83973.97022,148054.5942,250803.6146,102191.9186,58277.28055,60286.90751
MYO10,24623.89438,12010.18764,10584.36384,35415.39246,32328.98413,82804.28047
MYO1B,517862.4324,351463.6798,580249.3881,357944.9897,257527.2807,291981.6369
MYO1C,455556.5197,193470.5859,445732.8809,481244.9321,291980.8532,360415.5445
MYO1D,59576.2311,82431.03664,85321.36693,67871.90297,71311.92409,109771.6783
MYO1E,171810.977,116857.0019,189564.2477,201601.3393,124279.6071,119292.3485
MYO5A,11788.61429,18298.35017,18109.63894,36524.14158,31113.10383,16739.05232
MYO6,12848.73227,24709.97248,23309.74004,22876.60467,23782.00242,17518.21619
MYO9B,19749.54476,44349.62851,25206.6459,58104.98583,26922.49811,43118.89239
MYOF,461365.2146,287415.6251,536639.485,1311764.572,1302511.387,939342.727
N6AMT1,20934.04381,16782.55024,29822.99399,46047.30483,31470.65171,35024.23459
NAA10,92579.21407,148303.7523,140150.045,304807.9063,185254.3546,356937.8773
NAA15,7452.044692,5209.202334,13832.04421,80575.6379,85594.8026,82019.93924
NAA25,26803.84383,31196.19236,31133.30844,67334.83618,79426.43203,87128.25161
NAA30,26891.45193,5813.126597,12725.99215,44859.75051,43287.03269,43022.40553
NAA38,7425.84771,10026.4134,2592.594846,39520.18314,28782.89799,34184.10767
NAA40,7277.459544,4612.977156,4570.046455,14492.48638,13681.04941,2557.161641
NAA50,93688.98733,110933.3838,100437.0452,286998.2076,235617.9799,280435.0757
NACA,224302.8536,197455.8013,241815.2367,168418.7457,119501.2246,145917.9252
NACC1,3381.986864,7127.614725,8432.195595,24348.28368,25860.75059,23319.78115
NADK2,20493.36401,18447.3373,26431.74549,26837.70633,17457.05657,20695.84742
NADSYN1,9284.806729,4701.513036,67638.2854,179728.0459,167323.425,3453.942452
NAE1,107572.8884,97850.79949,126775.941,187552.1296,146106.995,190104.2765
NAGK,159186.8039,139647.9398,135265.1879,107709.3713,109597.5449,141600.5807
NAGLU,28255.36905,50194.20874,21321.72272,111141.3244,25399.40762,79266.12939
NAMPT,65742.72653,69396.10676,105732.3502,277826.1068,263954.9134,219948.8518
NANS,267540.2342,191938.3045,302852.525,338223.725,229923.1026,273694.0393
